ID,Timestamp,Name,Action,Duration,Day,Hour,Total Drinks,Time In Class
0,1,[,Co,0,0,0,0,0.0
1,7,`,Co,6,0,0,1,0.0
2,7,|,Co,5,0,0,0,0.0
3,7,^,Co,2,0,0,0,0.0
4,7,E,Co,1,0,0,0,0.0
5,7,p,Co,1,0,0,0,0.0
6,7,[,Co,1,0,0,0,0.0
7,7,U,Co,0,0,0,0,0.0
8,13,\,Co,12,0,0,4,0.0
9,13,j,Co,10,0,0,0,0.0
10,13,z,Co,8,0,0,0,0.0
11,13,L,Co,7,0,0,0,0.0
12,13,u,Co,7,0,0,0,0.0
13,19,V,Co,12,0,0,1,0.0
14,19,e,Co,12,0,0,0,0.0
15,19,E,Co,5,0,0,0,0.0
16,19,j,Co,5,0,0,0,0.0
17,19,z,Co,5,0,0,0,0.0
18,19,p,Co,4,0,0,0,0.0
19,21,],Co,14,0,0,5,0.0
20,21,|,Co,13,0,0,0,0.0
21,21,[,Co,13,0,0,0,0.0
22,21,^,Co,11,0,0,0,0.0
23,29,\,Co,11,0,0,7,0.0
24,29,e,Co,9,0,0,0,0.0
25,29,L,Co,8,0,0,0,0.0
26,29,p,Co,7,0,0,0,0.0
27,29,[,Co,5,0,0,0,0.0
28,29,E,Co,4,0,0,0,0.0
29,29,z,Co,2,0,0,0,0.0
30,33,],Co,4,0,0,5,0.0
31,35,`,Co,23,0,0,6,0.0
32,35,U,Co,22,0,0,0,0.0
33,35,u,Co,18,0,0,0,0.0
34,35,j,Co,13,0,0,0,0.0
35,41,|,Co,18,0,0,1,0.0
36,41,V,Co,16,0,0,1,0.0
37,41,^,Co,15,0,0,0,0.0
38,41,\,Co,5,0,0,7,0.0
39,41,p,Co,5,0,0,0,0.0
40,41,j,Co,4,0,0,0,0.0
41,45,e,Co,14,0,0,4,0.0
42,45,U,Co,5,0,0,0,0.0
43,45,z,Co,14,0,0,0,0.0
44,45,|,Co,3,0,0,1,0.0
45,45,E,Co,13,0,0,0,0.0
46,45,V,Co,3,0,0,1,0.0
47,45,[,Co,11,0,0,0,0.0
48,45,`,Co,2,0,0,6,0.0
49,45,L,Co,8,0,0,0,0.0
50,45,u,Co,2,0,0,0,0.0
51,45,],Co,7,0,0,5,0.0
52,45,j,Co,2,0,0,0,0.0
53,52,^,Co,6,0,0,1,0.0
54,52,V,Co,6,0,0,1,0.0
55,52,[,Co,5,0,0,0,0.0
56,52,U,Co,2,0,0,0,0.0
57,52,L,Co,2,0,0,0,0.0
58,52,j,Co,2,0,0,0,0.0
59,52,|,Co,1,0,0,1,0.0
60,52,e,Co,0,0,0,4,0.0
61,54,p,Co,8,0,0,2,0.0
62,54,\,Co,7,0,0,7,0.0
63,54,E,Co,6,0,0,0,0.0
64,54,`,Co,4,0,0,6,0.0
65,54,u,Co,4,0,0,0,0.0
66,54,z,Co,3,0,0,0,0.0
67,61,u,Co,6,0,0,1,0.0
68,61,z,Co,6,0,0,0,0.0
69,61,L,Co,4,0,0,0,0.0
70,61,[,Co,3,0,0,0,0.0
71,61,U,Co,3,0,0,0,0.0
72,61,|,Co,1,0,0,1,0.0
73,61,p,Co,0,0,0,2,0.0
74,62,\,Co,0,0,0,7,0.0
75,62,z,Co,0,0,0,0,0.0
76,63,],Co,10,0,0,8,0.0
77,63,^,Co,9,0,0,1,0.0
78,63,V,Co,9,0,0,1,0.0
79,63,j,Co,9,0,0,0,0.0
80,63,e,Co,9,0,0,4,0.0
81,67,E,Co,9,0,0,0,0.0
82,67,`,Co,6,0,0,6,0.0
83,67,[,Co,3,0,0,0,0.0
84,74,U,Co,12,0,0,4,0.0
85,74,|,Co,12,0,0,1,0.0
86,74,p,Co,10,0,0,2,0.0
87,74,\,Co,8,0,0,7,0.0
88,74,],Co,4,0,0,8,0.0
89,74,V,Co,3,0,0,1,0.0
90,79,e,Co,14,0,0,8,0.0
91,79,L,Co,12,0,0,0,0.0
92,79,u,Co,10,0,0,1,0.0
93,79,z,Co,10,0,0,0,0.0
94,79,^,Co,10,0,0,1,0.0
95,79,j,Co,9,0,0,0,0.0
96,79,E,Co,6,0,0,0,0.0
97,80,`,Co,6,0,0,7,0.0
98,80,[,Co,6,0,0,0,0.0
99,80,\,Co,5,0,0,7,0.0
100,80,U,Co,4,0,0,4,0.0
101,86,p,Co,10,0,0,3,0.0
102,86,],Co,10,0,0,8,0.0
103,86,|,Co,8,0,0,1,0.0
104,86,L,Co,2,0,0,0,0.0
105,88,V,Co,8,0,0,3,0.0
106,88,^,Co,7,0,0,1,0.0
107,88,[,Co,6,0,0,0,0.0
108,88,e,Co,4,0,0,8,0.0
109,88,u,Co,4,0,0,1,0.0
110,90,E,Co,5,0,0,0,0.0
111,90,z,Co,4,0,0,0,0.0
112,90,\,Co,4,0,0,7,0.0
113,96,U,Co,9,0,0,5,0.0
114,96,`,Co,8,0,0,7,0.0
115,96,u,Co,5,0,0,1,0.0
116,96,L,Co,3,0,0,0,0.0
117,96,p,Co,2,0,0,3,0.0
118,96,z,Co,2,0,0,0,0.0
119,96,V,Co,0,0,0,3,0.0
120,97,\,Co,0,0,0,7,0.0
121,102,j,Co,16,0,0,5,0.0
122,102,],Co,14,0,0,8,0.0
123,102,^,Co,13,0,0,1,0.0
124,102,[,Co,10,0,0,0,0.0
125,102,e,Co,9,0,0,8,0.0
126,109,U,Co,12,0,0,9,0.0
127,109,z,Co,11,0,0,0,0.0
128,109,L,Co,10,0,0,0,0.0
129,109,\,Co,9,0,0,7,0.0
130,109,p,Co,8,0,0,3,0.0
131,117,`,Co,15,0,0,9,0.0
132,117,j,Co,10,0,0,5,0.0
133,117,U,Co,7,0,0,9,0.0
134,117,L,Co,7,0,0,0,0.0
135,122,|,Co,28,0,0,9,0.0
136,122,E,Co,26,0,0,0,0.0
137,122,u,Co,18,0,0,1,0.0
138,122,V,Co,18,0,0,3,0.0
139,122,^,Co,18,0,0,1,0.0
140,122,],Co,17,0,0,8,0.0
141,122,[,Co,16,0,0,0,0.0
142,127,z,Co,16,0,0,3,0.0
