ID,Timestamp,Name,Action,Duration,Day,Hour,Total Drinks,Time In Class
0,6,j,Co,4,0,0,0,0.0
1,10,w,Co,8,0,0,2,0.0
2,13,r,Co,12,0,0,4,0.0
3,16,Y,Co,14,0,0,5,0.0
4,16,\,Co,14,0,0,5,0.0
5,16,],Co,10,0,0,3,0.0
6,20,R,Co,17,0,0,0,0.0
7,20,^,Co,13,0,0,0,0.0
8,22,a,Co,16,0,0,4,0.0
9,24,f,Co,21,0,0,2,0.0
10,24,v,Co,18,0,0,0,0.0
11,26,j,Co,18,0,0,0,0.0
12,28,M,Co,20,0,0,0,0.0
13,29,{,Co,27,0,0,6,0.0
14,35,l,Co,29,0,0,1,0.0
15,36,e,Co,28,0,0,6,0.0
16,36,Y,Co,17,0,0,9,0.0
17,38,],Co,14,0,0,6,0.0
18,40,w,Co,29,0,0,7,0.0
19,42,^,Co,14,0,0,0,0.0
20,44,R,Co,21,0,0,2,0.0
21,46,\,Co,24,0,0,8,0.0
22,46,v,Co,20,0,0,1,0.0
23,46,j,Co,18,0,0,0,0.0
24,49,r,Co,31,0,0,9,0.0
25,50,a,Co,24,0,0,5,0.0
26,50,Y,Co,6,0,0,9,0.0
27,54,w,Co,10,0,0,7,0.0
28,55,M,Co,26,0,0,1,0.0
29,58,{,Co,27,0,0,10,0.0
30,58,l,Co,18,0,0,3,0.0
31,60,f,Co,30,0,0,7,0.0
32,63,e,Co,26,0,0,8,0.0
33,64,\,Co,17,0,0,11,0.0
34,64,],Co,20,0,0,7,0.0
35,66,R,Co,19,0,0,4,0.0
36,68,j,Co,16,0,0,0,0.0
37,71,v,Co,22,0,0,3,0.0
38,72,^,Co,27,0,0,4,0.0
39,74,Y,Co,21,0,0,12,0.0
40,78,M,Co,18,0,0,2,0.0
41,79,r,Co,24,0,0,11,0.0
42,80,a,Co,22,0,0,10,0.0
43,82,{,Co,23,0,0,15,0.0
44,88,l,Co,28,0,0,8,0.0
45,88,w,Co,26,0,0,10,0.0
