ID,Timestamp,Name,Action,Duration,Day,Hour,Total Drinks,Time In Class
0,5,K,Co,4,0,0,0,0.0
1,9,O,Co,8,0,0,2,0.0
2,9,^,Co,8,0,0,2,0.0
3,11,Y,Co,10,0,0,3,0.0
4,11,a,Co,10,0,0,1,0.0
5,13,R,Co,12,0,0,4,0.0
6,15,e,Co,14,0,0,1,0.0
7,15,y,Co,14,0,0,0,0.0
8,17,w,Co,16,0,0,2,0.0
9,19,V,Co,17,0,0,0,0.0
10,21,F,Co,18,0,0,1,0.0
11,21,A,Co,18,0,0,0,0.0
12,23,r,Co,22,0,0,4,0.0
13,23,p,Co,22,0,0,3,0.0
14,29,G,Co,26,0,0,3,0.0
15,29,l,Co,25,0,0,2,0.0
16,29,x,Co,27,0,0,1,0.0
17,29,b,Co,27,0,0,1,0.0
18,33,z,Co,29,0,0,0,0.0
19,33,X,Co,30,0,0,0,0.0
20,37,\,Co,34,0,0,6,0.0
21,37,M,Co,32,0,0,0,0.0
22,39,J,Co,36,0,0,3,0.0
23,41,C,Co,35,0,0,0,0.0
24,43,m,Co,39,0,0,5,0.0
25,43,v,Co,39,0,0,1,0.0
26,49,u,Co,45,0,0,6,0.0
27,49,o,Co,45,0,0,3,0.0
28,49,B,Co,44,0,0,1,0.0
29,51,W,Co,45,0,0,3,0.0
30,53,L,Co,48,0,0,3,0.0
31,55,S,Co,48,0,0,0,0.0
32,57,I,Co,52,0,0,2,0.0
33,61,N,Co,55,0,0,0,0.0
34,63,s,Co,56,0,0,2,0.0
35,67,c,Co,62,0,0,7,0.0
36,69,Q,Co,63,0,0,6,0.0
37,69,h,Co,63,0,0,2,0.0
38,71,E,Co,66,0,0,9,0.0
39,73,g,Co,66,0,0,0,0.0
40,77,[,Co,69,0,0,5,0.0
41,77,Z,Co,71,0,0,3,0.0
42,77,D,Co,71,0,0,1,0.0
43,79,P,Co,71,0,0,1,0.0
44,83,T,Co,76,0,0,1,0.0
45,85,q,Co,79,0,0,6,0.0
46,85,k,Co,77,0,0,2,0.0
47,85,f,Co,77,0,0,1,0.0
48,87,],Co,81,0,0,3,0.0
49,89,i,Co,82,0,0,0,0.0
50,91,|,Co,83,0,0,1,0.0
51,93,{,Co,86,0,0,3,0.0
52,93,U,Co,85,0,0,0,0.0
53,95,d,Co,88,0,0,2,0.0
54,95,y,Co,62,0,0,0,0.027777777777777776
55,97,Y,Co,68,0,0,7,0.027777777777777776
56,97,j,Co,89,0,0,0,0.0
57,99,_,Co,91,0,0,1,0.0
58,99,H,Co,91,0,0,0,0.0
59,103,a,Co,72,0,0,2,0.027777777777777776
60,103,O,Co,79,0,0,3,0.027777777777777776
61,103,n,Co,95,0,0,0,0.0
62,107,p,Co,61,0,0,7,0.027777777777777776
63,107,`,Co,99,0,0,2,0.0
64,107,V,Co,74,0,0,0,0.027777777777777776
65,111,e,Co,73,0,0,3,0.027777777777777776
66,111,K,Co,91,0,0,2,0.027777777777777776
67,111,t,Co,103,0,0,0,0.0
68,115,b,Co,61,0,0,3,0.027777777777777776
69,115,w,Co,75,0,0,4,0.027777777777777776
70,115,^,Co,82,0,0,2,0.027777777777777776
71,117,A,Co,73,0,0,1,0.027777777777777776
72,119,R,Co,88,0,0,6,0.027777777777777776
73,121,X,Co,68,0,0,0,0.027777777777777776
74,123,r,Co,81,0,0,6,0.027777777777777776
75,125,z,Co,71,0,0,0,0.027777777777777776
76,127,F,Co,86,0,0,5,0.027777777777777776
77,127,M,Co,75,0,0,0,0.027777777777777776
78,133,J,Co,76,0,0,10,0.027777777777777776
79,135,x,Co,90,0,0,7,0.027777777777777776
80,135,l,Co,85,0,0,4,0.027777777777777776
81,143,o,Co,71,0,0,10,0.027777777777777776
82,145,\,Co,90,0,0,13,0.027777777777777776
83,145,G,Co,95,0,0,6,0.027777777777777776
84,147,u,Co,84,0,0,11,0.027777777777777776
85,147,B,Co,82,0,0,5,0.027777777777777776
86,149,C,Co,89,0,0,0,0.027777777777777776
87,151,S,Co,75,0,0,0,0.027777777777777776
88,155,c,Co,65,0,0,11,0.027777777777777776
89,157,m,Co,97,0,0,9,0.027777777777777776
90,157,W,Co,86,0,0,6,0.027777777777777776
91,161,L,Co,89,0,0,7,0.027777777777777776
92,161,Q,Co,72,0,0,9,0.027777777777777776
93,163,v,Co,99,0,0,2,0.027777777777777776
94,167,g,Co,75,0,0,4,0.027777777777777776
95,167,h,Co,81,0,0,3,0.027777777777777776
96,167,N,Co,87,0,0,0,0.027777777777777776
97,169,I,Co,95,0,0,6,0.027777777777777776
98,173,q,Co,75,0,0,10,0.027777777777777776
99,173,P,Co,80,0,0,2,0.027777777777777776
100,173,[,Co,80,0,0,6,0.027777777777777776
101,177,f,Co,76,0,0,1,0.027777777777777776
