ID,Timestamp,Name,Action,Duration,Day,Hour,Total Drinks,Time In Class
0,11,L,Co,10,0,0,3,0.0
1,11,Y,Co,10,0,0,3,0.0
2,21,^,Co,20,0,0,3,0.0
3,21,N,Co,19,0,0,3,0.0
4,25,I,Co,22,0,0,0,0.0
5,39,U,Co,37,0,0,7,0.0
6,39,\,Co,36,0,0,5,0.0
7,43,W,Co,40,0,0,0,0.0
8,45,E,Co,41,0,0,1,0.0
9,53,C,Co,49,0,0,3,0.0
10,55,G,Co,51,0,0,3,0.0
11,61,F,Co,57,0,0,2,0.0
12,61,B,Co,56,0,0,1,0.0
13,67,S,Co,63,0,0,1,0.0
14,71,H,Co,66,0,0,0,0.0
15,75,J,Co,70,0,0,5,0.0
16,77,K,Co,72,0,0,1,0.0
17,85,Q,Co,79,0,0,2,0.0
18,87,V,Co,82,0,0,4,0.0
19,89,A,Co,82,0,0,0,0.0
20,93,X,Co,87,0,0,1,0.0
21,97,O,Co,90,0,0,0,0.0
22,99,R,Co,92,0,0,3,0.0
23,107,[,Co,100,0,0,2,0.0
24,111,T,Co,104,0,0,5,0.0
25,115,],Co,108,0,0,0,0.0
26,121,M,Co,113,0,0,1,0.0
27,127,D,Co,119,0,0,8,0.0
28,129,Z,Co,121,0,0,2,0.0
29,137,P,Co,129,0,0,3,0.0
30,141,Y,Co,105,0,0,3,0.027777777777777776
31,145,L,Co,111,0,0,9,0.027777777777777776
32,145,I,Co,108,0,0,0,0.027777777777777776
33,153,N,Co,116,0,0,5,0.027777777777777776
34,155,\,Co,101,0,0,8,0.027777777777777776
35,157,^,Co,117,0,0,3,0.027777777777777776
36,163,E,Co,103,0,0,2,0.027777777777777776
37,165,U,Co,103,0,0,10,0.027777777777777776
38,167,W,Co,104,0,0,0,0.027777777777777776
39,169,C,Co,99,0,0,3,0.027777777777777776
40,175,G,Co,103,0,0,4,0.027777777777777776
41,179,S,Co,96,0,0,5,0.027777777777777776
42,185,B,Co,108,0,0,4,0.027777777777777776
43,187,H,Co,95,0,0,2,0.027777777777777776
44,193,F,Co,109,0,0,4,0.027777777777777776
45,193,K,Co,96,0,0,2,0.027777777777777776
46,203,J,Co,114,0,0,8,0.027777777777777776
47,203,A,Co,97,0,0,3,0.027777777777777776
48,215,X,Co,104,0,0,5,0.027777777777777776
49,219,Q,Co,115,0,0,8,0.027777777777777776
50,227,R,Co,105,0,0,7,0.027777777777777776
51,229,V,Co,122,0,0,7,0.027777777777777776
52,233,O,Co,119,0,0,0,0.027777777777777776
53,237,[,Co,110,0,0,5,0.027777777777777776
54,239,T,Co,104,0,0,6,0.027777777777777776
55,241,],Co,108,0,0,0,0.027777777777777776
56,245,Z,Co,101,0,0,3,0.027777777777777776
57,247,M,Co,102,0,0,2,0.027777777777777776
58,249,D,Co,98,0,0,8,0.027777777777777776
59,251,P,Co,90,0,0,3,0.027777777777777776
60,257,Y,Co,92,0,0,4,0.05555555555555555
61,261,I,Co,93,0,0,0,0.05555555555555555
62,271,L,Co,109,0,0,18,0.05555555555555555
63,271,E,Co,91,0,0,5,0.05555555555555555
64,275,\,Co,102,0,0,8,0.05555555555555555
65,275,W,Co,93,0,0,0,0.05555555555555555
66,281,U,Co,92,0,0,11,0.05555555555555555
67,283,N,Co,108,0,0,7,0.05555555555555555
68,287,C,Co,106,0,0,3,0.05555555555555555
69,289,H,Co,87,0,0,4,0.05555555555555555
70,293,B,Co,89,0,0,4,0.05555555555555555
71,297,^,Co,114,0,0,6,0.05555555555555555
72,301,F,Co,88,0,0,6,0.05555555555555555
73,307,G,Co,112,0,0,7,0.05555555555555555
74,307,A,Co,81,0,0,4,0.05555555555555555
75,317,R,Co,77,0,0,10,0.05555555555555555
76,325,S,Co,121,0,0,12,0.05555555555555555
77,327,V,Co,85,0,0,10,0.05555555555555555
78,331,],Co,76,0,0,0,0.05555555555555555
79,333,K,Co,121,0,0,4,0.05555555555555555
80,339,T,Co,81,0,0,8,0.05555555555555555
81,349,J,Co,129,0,0,14,0.05555555555555555
82,353,Q,Co,118,0,0,8,0.05555555555555555
83,359,D,Co,96,0,0,16,0.05555555555555555
84,359,X,Co,123,0,0,6,0.05555555555555555
85,363,O,Co,108,0,1,0,0.05555555555555555
86,367,[,Co,111,0,1,5,0.05555555555555555
87,369,Z,Co,103,0,1,6,0.05555555555555555
88,373,P,Co,106,0,1,4,0.05555555555555555
89,373,M,Co,105,0,1,2,0.05555555555555555
90,377,I,Co,99,0,1,0,0.08333333333333333
91,381,W,Co,88,0,1,0,0.08333333333333333
92,383,Y,Co,105,0,1,7,0.08333333333333333
93,389,E,Co,106,0,1,6,0.08333333333333333
94,397,L,Co,103,0,1,24,0.08333333333333333
95,397,\,Co,98,0,1,10,0.08333333333333333
96,405,N,Co,106,0,1,9,0.08333333333333333
97,405,U,Co,106,0,1,13,0.08333333333333333
98,409,C,Co,104,0,1,3,0.08333333333333333
99,411,H,Co,106,0,1,5,0.08333333333333333
100,415,B,Co,101,0,1,5,0.08333333333333333
101,421,^,Co,107,0,1,9,0.08333333333333333
102,425,F,Co,110,0,1,9,0.08333333333333333
103,429,A,Co,103,0,1,6,0.08333333333333333
104,433,G,Co,111,0,1,9,0.08333333333333333
105,443,V,Co,94,0,1,15,0.08333333333333333
106,443,R,Co,101,0,1,13,0.08333333333333333
107,447,],Co,95,0,1,0,0.08333333333333333
108,455,S,Co,110,0,1,16,0.08333333333333333
109,457,T,Co,94,0,1,11,0.08333333333333333
110,461,K,Co,108,0,1,5,0.08333333333333333
111,467,J,Co,95,0,1,17,0.08333333333333333
112,469,X,Co,91,0,1,8,0.08333333333333333
113,481,Q,Co,106,0,1,13,0.08333333333333333
114,481,D,Co,103,0,1,20,0.08333333333333333
