ID,Timestamp,Name,Action,Duration,Day,Hour,Total Drinks,Time In Class
0,1,X,Co,0,0,0,0,0.0
1,7,T,Co,6,0,0,1,0.0
2,7,\,Co,6,0,0,0,0.0
3,7,u,Co,5,0,0,0,0.0
4,7,S,Co,3,0,0,0,0.0
5,7,w,Co,2,0,0,0,0.0
6,7,`,Co,1,0,0,0,0.0
7,7,G,Co,0,0,0,0,0.0
8,13,a,Co,12,0,0,4,0.0
9,13,g,Co,11,0,0,0,0.0
10,13,X,Co,10,0,0,0,0.0
11,13,e,Co,9,0,0,0,0.0
12,13,P,Co,7,0,0,0,0.0
13,13,i,Co,6,0,0,0,0.0
14,13,y,Co,6,0,0,0,0.0
15,14,\,Co,0,0,0,0,0.0
16,14,u,Co,0,0,0,0,0.0
17,14,a,Co,0,0,0,4,0.0
18,14,X,Co,0,0,0,0,0.0
19,15,n,Co,8,0,0,2,0.0
20,15,`,Co,7,0,0,0,0.0
21,15,S,Co,6,0,0,0,0.0
22,15,T,Co,4,0,0,1,0.0
23,15,w,Co,3,0,0,0,0.0
24,19,G,Co,7,0,0,0,0.0
25,19,e,Co,2,0,0,0,0.0
26,19,P,Co,1,0,0,0,0.0
27,28,a,Co,12,0,0,8,0.0
28,28,X,Co,11,0,0,0,0.0
29,28,g,Co,9,0,0,0,0.0
30,28,\,Co,7,0,0,0,0.0
31,28,u,Co,6,0,0,0,0.0
32,28,S,Co,6,0,0,0,0.0
33,28,e,Co,1,0,0,0,0.0
34,29,a,Co,0,0,0,8,0.0
35,29,g,Co,0,0,0,0,0.0
36,36,X,Co,6,0,0,1,0.0
37,36,\,Co,6,0,0,0,0.0
38,36,a,Co,5,0,0,8,0.0
39,36,u,Co,4,0,0,0,0.0
40,36,e,Co,4,0,0,0,0.0
41,36,g,Co,2,0,0,0,0.0
42,37,y,Co,18,0,0,7,0.0
43,37,i,Co,17,0,0,0,0.0
44,37,T,Co,17,0,0,1,0.0
45,37,w,Co,17,0,0,0,0.0
46,37,`,Co,16,0,0,0,0.0
47,37,n,Co,15,0,0,2,0.0
48,37,G,Co,12,0,0,0,0.0
49,37,P,Co,10,0,0,0,0.0
50,38,G,Co,0,0,0,0,0.0
