ID,Timestamp,Name,Action,Duration,Day,Hour,Total Drinks,Time In Class
0,5,L,Co,4,0,0,0,0.0
1,7,Q,Co,6,0,0,1,0.0
2,9,C,Co,8,0,0,2,0.0
3,9,U,Co,8,0,0,2,0.0
4,9,o,Co,8,0,0,0,0.0
5,11,a,Co,10,0,0,3,0.0
6,11,q,Co,10,0,0,0,0.0
7,15,S,Co,13,0,0,1,0.0
8,17,G,Co,15,0,0,1,0.0
9,19,h,Co,18,0,0,3,0.0
10,19,F,Co,17,0,0,3,0.0
11,21,g,Co,19,0,0,0,0.0
12,23,T,Co,21,0,0,4,0.0
13,23,k,Co,21,0,0,2,0.0
14,23,Y,Co,21,0,0,0,0.0
15,25,K,Co,23,0,0,1,0.0
16,25,V,Co,22,0,0,0,0.0
17,27,y,Co,24,0,0,0,0.0
18,31,N,Co,28,0,0,2,0.0
19,31,i,Co,29,0,0,1,0.0
20,33,J,Co,29,0,0,2,0.0
21,33,\,Co,29,0,0,1,0.0
22,37,A,Co,34,0,0,5,0.0
23,37,E,Co,33,0,0,1,0.0
24,37,s,Co,33,0,0,0,0.0
25,37,u,Co,33,0,0,0,0.0
26,43,m,Co,40,0,0,4,0.0
27,43,b,Co,39,0,0,1,0.0
28,43,R,Co,38,0,0,1,0.0
29,47,B,Co,43,0,0,3,0.0
30,47,D,Co,42,0,0,0,0.0
31,49,P,Co,43,0,0,1,0.0
32,51,l,Co,46,0,0,5,0.0
33,51,_,Co,47,0,0,0,0.0
34,53,O,Co,49,0,0,3,0.0
35,53,r,Co,48,0,0,1,0.0
36,53,f,Co,47,0,0,0,0.0
37,55,H,Co,49,0,0,0,0.0
38,57,t,Co,53,0,0,0,0.0
39,57,[,Co,50,0,0,0,0.0
40,59,w,Co,55,0,0,2,0.0
41,59,`,Co,53,0,0,0,0.0
42,61,d,Co,55,0,0,2,0.0
43,61,X,Co,53,0,0,0,0.0
44,63,j,Co,58,0,0,1,0.0
45,65,n,Co,60,0,0,1,0.0
46,65,{,Co,59,0,0,1,0.0
47,69,Z,Co,62,0,0,2,0.0
48,69,Q,Co,43,0,0,3,0.027777777777777776
49,69,c,Co,63,0,0,0,0.0
50,73,],Co,67,0,0,3,0.0
51,73,L,Co,44,0,0,0,0.027777777777777776
52,77,x,Co,70,0,0,4,0.0
53,77,W,Co,69,0,0,2,0.0
54,77,v,Co,71,0,0,0,0.0
55,81,|,Co,75,0,0,4,0.0
56,83,S,Co,47,0,0,4,0.027777777777777776
57,83,p,Co,75,0,0,1,0.0
58,83,^,Co,76,0,0,1,0.0
59,85,U,Co,58,0,0,4,0.027777777777777776
60,87,o,Co,59,0,0,0,0.027777777777777776
61,87,e,Co,79,0,0,0,0.0
62,89,I,Co,82,0,0,2,0.0
63,93,T,Co,53,0,0,7,0.027777777777777776
64,95,q,Co,65,0,0,2,0.027777777777777776
65,95,C,Co,66,0,0,4,0.027777777777777776
66,97,a,Co,66,0,0,7,0.027777777777777776
67,97,M,Co,89,0,0,2,0.0
68,97,g,Co,54,0,0,0,0.027777777777777776
69,99,G,Co,60,0,0,1,0.027777777777777776
70,101,N,Co,52,0,0,2,0.027777777777777776
71,103,h,Co,62,0,0,5,0.027777777777777776
72,103,y,Co,59,0,0,0,0.027777777777777776
