ID,Timestamp,Name,Action,Duration,Day,Hour,Total Drinks,Time In Class
0,1,[,Co,0,0,0,0,0.0
1,5,P,Co,4,0,0,0,0.0
2,5,_,Co,2,0,0,0,0.0
3,9,t,Co,8,0,0,2,0.0
4,9,F,Co,5,0,0,0,0.0
5,9,y,Co,2,0,0,0,0.0
6,11,G,Co,8,0,0,2,0.0
7,13,Z,Co,10,0,0,3,0.0
8,13,[,Co,9,0,0,0,0.0
9,14,i,Co,12,0,0,4,0.0
10,14,`,Co,11,0,0,0,0.0
11,15,h,Co,11,0,0,0,0.0
12,20,P,Co,10,0,0,3,0.0
13,20,g,Co,13,0,0,1,0.0
14,22,L,Co,16,0,0,6,0.0
15,26,t,Co,15,0,0,3,0.0
16,28,Z,Co,12,0,0,5,0.0
17,28,G,Co,11,0,0,2,0.0
18,28,[,Co,7,0,0,0,0.0
19,29,_,Co,17,0,0,5,0.0
20,30,F,Co,16,0,0,6,0.0
21,30,y,Co,16,0,0,0,0.0
22,30,P,Co,5,0,0,3,0.0
23,34,t,Co,6,0,0,4,0.0
24,34,G,Co,5,0,0,2,0.0
25,37,h,Co,21,0,0,2,0.0
26,38,M,Co,31,0,0,6,0.0
27,38,`,Co,19,0,0,4,0.0
28,38,N,Co,31,0,0,0,0.0
29,38,g,Co,15,0,0,1,0.0
30,38,i,Co,16,0,0,4,0.0
31,38,y,Co,0,0,0,0,0.0
32,41,F,Co,10,0,0,9,0.0
33,41,N,Co,0,0,0,0,0.0
34,42,G,Co,4,0,0,2,0.0
35,46,_,Co,16,0,0,9,0.0
36,46,g,Co,5,0,0,1,0.0
37,46,Z,Co,10,0,0,5,0.0
38,46,N,Co,4,0,0,0,0.0
39,49,[,Co,17,0,0,2,0.0
40,49,i,Co,8,0,0,6,0.0
41,54,t,Co,18,0,0,6,0.0
42,55,h,Co,11,0,0,3,0.0
43,60,g,Co,8,0,0,2,0.0
44,60,_,Co,6,0,0,9,0.0
45,60,h,Co,4,0,0,3,0.0
46,61,_,Co,0,0,0,9,0.0
47,62,M,Co,18,0,0,12,0.0
48,63,L,Co,40,0,0,17,0.0
49,63,`,Co,20,0,0,9,0.0
50,65,y,Co,20,0,0,3,0.0
51,65,[,Co,9,0,0,2,0.0
52,65,t,Co,6,0,0,6,0.0
53,66,N,Co,18,0,0,0,0.0
54,75,F,Co,31,0,0,13,0.0
55,75,M,Co,12,0,0,16,0.0
56,75,h,Co,11,0,0,3,0.0
57,78,[,Co,12,0,0,6,0.0
58,78,`,Co,11,0,0,9,0.0
59,78,y,Co,6,0,0,3,0.0
60,79,i,Co,22,0,0,6,0.0
61,79,h,Co,0,0,0,3,0.0
62,81,P,Co,43,0,0,10,0.0
63,81,G,Co,37,0,0,2,0.0
64,82,Z,Co,28,0,0,11,0.0
65,82,L,Co,18,0,0,17,0.0
66,82,g,Co,14,0,0,2,0.0
67,83,y,Co,0,0,0,3,0.0
68,85,_,Co,16,0,0,12,0.0
69,85,t,Co,16,0,0,7,0.0
70,85,M,Co,8,0,0,16,0.0
71,87,N,Co,17,0,0,1,0.0
72,89,i,Co,4,0,0,6,0.0
73,91,`,Co,12,0,0,10,0.0
74,91,h,Co,6,0,0,3,0.0
75,91,y,Co,4,0,0,3,0.0
76,92,y,Co,0,0,0,3,0.0
77,94,[,Co,10,0,0,9,0.0
78,95,h,Co,0,0,0,3,0.0
79,100,g,Co,15,0,0,3,0.0
80,100,h,Co,2,0,0,3,0.0
81,101,F,Co,18,0,0,20,0.0
82,101,Z,Co,15,0,0,15,0.0
83,101,P,Co,18,0,0,10,0.0
84,101,t,Co,15,0,0,7,0.0
85,101,N,Co,11,0,0,1,0.0
86,102,i,Co,6,0,0,7,0.0
87,102,`,Co,5,0,0,10,0.0
88,102,g,Co,0,0,0,3,0.0
89,102,y,Co,3,0,0,3,0.0
90,103,L,Co,18,0,0,23,0.0
91,103,G,Co,16,0,0,2,0.0
92,107,_,Co,21,0,0,13,0.0
93,109,M,Co,22,0,0,17,0.0
94,111,P,Co,9,0,0,10,0.0
95,111,F,Co,2,0,0,20,0.0
96,111,`,Co,2,0,0,10,0.0
97,113,h,Co,7,0,0,3,0.0
98,113,`,Co,0,0,0,10,0.0
99,114,_,Co,0,0,0,13,0.0
100,114,M,Co,0,0,0,17,0.0
101,115,F,Co,0,0,0,20,0.0
102,118,[,Co,18,0,0,16,0.0
103,118,t,Co,14,0,0,12,0.0
104,118,N,Co,13,0,0,1,0.0
105,119,Z,Co,14,0,0,20,0.0
106,120,h,Co,4,0,0,3,0.0
107,120,`,Co,3,0,0,10,0.0
108,121,i,Co,12,0,0,9,0.0
109,123,G,Co,18,0,0,2,0.0
110,124,g,Co,15,0,0,4,0.0
111,124,M,Co,5,0,0,17,0.0
112,126,y,Co,20,0,0,5,0.0
113,126,Z,Co,6,0,0,20,0.0
114,127,P,Co,13,0,0,11,0.0
115,131,_,Co,9,0,0,13,0.0
116,131,Z,Co,4,0,0,20,0.0
117,132,h,Co,8,0,0,5,0.0
