ID,Timestamp,Name,Action,Duration,Day,Hour,Total Drinks,Time In Class
0,5,M,Co,4,0,0,0,0.0
1,9,X,Co,8,0,0,0,0.0
2,13,V,Co,12,0,0,4,0.0
3,15,J,Co,13,0,0,1,0.0
4,17,Y,Co,16,0,0,0,0.0
5,21,L,Co,19,0,0,0,0.0
6,23,D,Co,20,0,0,2,0.0
7,25,G,Co,22,0,0,0,0.0
8,27,I,Co,24,0,0,0,0.0
9,33,Z,Co,30,0,0,1,0.0
10,37,F,Co,33,0,0,0,0.0
11,39,K,Co,36,0,0,5,0.0
12,43,N,Co,38,0,0,1,0.0
13,47,T,Co,42,0,0,0,0.0
14,51,B,Co,45,0,0,0,0.0
15,53,A,Co,49,0,0,5,0.0
16,57,C,Co,51,0,0,1,0.0
17,61,H,Co,57,0,0,2,0.0
18,61,S,Co,55,0,0,0,0.0
19,65,Q,Co,60,0,0,0,0.0
20,65,R,Co,58,0,0,0,0.0
21,69,[,Co,62,0,0,0,0.0
22,73,^,Co,66,0,0,0,0.0
23,77,U,Co,72,0,0,4,0.0
24,83,P,Co,77,0,0,1,0.0
25,85,],Co,77,0,0,4,0.0
26,91,M,Co,60,0,0,1,0.027777777777777776
27,101,O,Co,94,0,0,7,0.0
28,107,W,Co,100,0,0,1,0.0
29,109,V,Co,75,0,0,11,0.027777777777777776
30,115,\,Co,108,0,0,2,0.0
31,115,J,Co,77,0,0,2,0.027777777777777776
32,119,L,Co,81,0,0,0,0.027777777777777776
33,121,E,Co,113,0,0,1,0.0
34,123,G,Co,80,0,0,0,0.027777777777777776
35,125,X,Co,98,0,0,0,0.027777777777777776
36,129,Y,Co,95,0,0,0,0.027777777777777776
37,135,Z,Co,87,0,0,5,0.027777777777777776
38,139,F,Co,85,0,0,0,0.027777777777777776
39,143,D,Co,101,0,0,7,0.027777777777777776
40,143,K,Co,86,0,0,5,0.027777777777777776
41,147,T,Co,80,0,0,0,0.027777777777777776
42,151,I,Co,105,0,0,2,0.027777777777777776
43,159,A,Co,89,0,0,9,0.027777777777777776
44,159,N,Co,99,0,0,3,0.027777777777777776
45,163,B,Co,96,0,0,0,0.027777777777777776
46,169,Q,Co,90,0,0,3,0.027777777777777776
47,173,H,Co,93,0,0,5,0.027777777777777776
48,175,C,Co,94,0,0,2,0.027777777777777776
49,177,S,Co,93,0,0,0,0.027777777777777776
50,181,R,Co,94,0,0,1,0.027777777777777776
51,183,^,Co,94,0,0,1,0.027777777777777776
52,185,U,Co,96,0,0,4,0.027777777777777776
53,189,P,Co,88,0,0,1,0.027777777777777776
54,197,[,Co,107,0,0,5,0.027777777777777776
55,207,O,Co,86,0,0,14,0.027777777777777776
56,207,],Co,100,0,0,7,0.027777777777777776
57,211,M,Co,103,0,0,1,0.05555555555555555
58,213,V,Co,89,0,0,12,0.05555555555555555
59,219,W,Co,93,0,0,3,0.027777777777777776
60,219,\,Co,86,0,0,3,0.027777777777777776
61,223,E,Co,81,0,0,1,0.027777777777777776
62,227,J,Co,98,0,0,4,0.05555555555555555
63,227,X,Co,81,0,0,0,0.05555555555555555
64,231,L,Co,88,0,0,0,0.05555555555555555
65,231,Y,Co,84,0,0,0,0.05555555555555555
66,239,Z,Co,79,0,0,7,0.05555555555555555
67,243,G,Co,95,0,0,4,0.05555555555555555
68,243,F,Co,81,0,0,0,0.05555555555555555
69,251,D,Co,88,0,0,9,0.05555555555555555
70,251,T,Co,84,0,0,2,0.05555555555555555
71,257,I,Co,84,0,0,3,0.05555555555555555
72,261,K,Co,92,0,0,8,0.05555555555555555
73,269,N,Co,90,0,0,7,0.05555555555555555
74,269,A,Co,89,0,0,11,0.05555555555555555
75,273,B,Co,87,0,0,0,0.05555555555555555
76,277,Q,Co,88,0,0,5,0.05555555555555555
77,277,C,Co,86,0,0,2,0.05555555555555555
78,281,^,Co,81,0,0,1,0.05555555555555555
79,283,H,Co,90,0,0,6,0.05555555555555555
80,287,R,Co,87,0,0,2,0.05555555555555555
81,287,S,Co,84,0,0,0,0.05555555555555555
82,291,U,Co,82,0,0,4,0.05555555555555555
