ID,Timestamp,Name,Action,Duration,Day,Hour,Total Drinks,Time In Class
0,5,P,Co,4,0,0,0,0.0
1,5,\,Co,4,0,0,0,0.0
2,7,G,Co,6,0,0,1,0.0
3,8,s,Co,6,0,0,1,0.0
4,9,x,Co,7,0,0,0,0.0
5,11,Z,Co,8,0,0,1,0.0
6,13,t,Co,11,0,0,1,0.0
7,14,f,Co,12,0,0,4,0.0
8,15,V,Co,9,0,0,0,0.0
9,19,C,Co,13,0,0,3,0.0
10,19,J,Co,12,0,0,1,0.0
11,20,a,Co,13,0,0,4,0.0
12,21,P,Co,9,0,0,1,0.0
13,22,k,Co,17,0,0,2,0.0
14,23,d,Co,16,0,0,0,0.0
15,25,s,Co,16,0,0,2,0.0
16,26,|,Co,18,0,0,1,0.0
17,27,G,Co,13,0,0,1,0.0
18,29,x,Co,19,0,0,0,0.0
19,30,V,Co,14,0,0,0,0.0
20,32,Z,Co,20,0,0,4,0.0
21,35,\,Co,23,0,0,5,0.0
22,35,J,Co,15,0,0,3,0.0
23,36,P,Co,10,0,0,2,0.0
24,37,C,Co,11,0,0,5,0.0
25,39,t,Co,24,0,0,1,0.0
26,40,x,Co,10,0,0,0,0.0
27,41,a,Co,14,0,0,5,0.0
28,44,f,Co,29,0,0,8,0.0
29,44,Z,Co,7,0,0,4,0.0
30,45,s,Co,17,0,0,2,0.0
31,47,k,Co,20,0,0,5,0.0
32,47,d,Co,18,0,0,2,0.0
33,48,|,Co,14,0,0,1,0.0
34,50,a,Co,7,0,0,6,0.0
35,51,\,Co,9,0,0,6,0.0
36,51,G,Co,21,0,0,1,0.0
37,52,V,Co,18,0,0,0,0.0
38,53,J,Co,10,0,0,4,0.0
39,55,P,Co,11,0,0,2,0.0
40,57,t,Co,13,0,0,2,0.0
41,57,x,Co,13,0,0,0,0.0
42,58,C,Co,13,0,0,7,0.0
43,60,Z,Co,10,0,0,6,0.0
44,61,s,Co,13,0,0,2,0.0
45,64,V,Co,8,0,0,0,0.0
46,65,f,Co,19,0,0,11,0.0
47,65,|,Co,13,0,0,1,0.0
